ar score_mean_rank,ar score_std_rank,er score_mean_rank,er score_std_rank,fsr score_mean_rank,fsr score_std_rank
4.392,2.3199862068555497,3.997,1.9506386133776803,10.392,5.672066290162696
4.69,2.2960618458569444,3.954,2.042519032959057,10.381,5.698055721033271
4.484,2.2618010522590177,4.046,1.9984704150925028,10.923,5.780058044691247
4.467,2.2744034382668348,3.959,1.9898037591682252,10.519,5.765903138277645
4.464,2.307532014945838,3.954,1.9969687028093357,35.0,0.0
28.48,0.49959983987187184,58.0,0.0,10.424,5.831657054388573
9.53,0.5030904491242107,4.034,2.0265349737914713,10.508,5.714712241224399
11.0,0.0,19.487,0.49983097142934235,10.463,5.7126728420241255
4.42,2.2714752915231102,9.51,0.4998999899979994,77.49,0.49989998999799956
49.0,0.0,197.523,0.5014688425017052,10.442,5.799709992749637
4.518,2.2732522957208245,4.057,1.9924233987784825,601.498,0.49999599998399985
30.0,0.0,49.0,0.0,785.5,1.697056274847714
4.567,2.31506177023422,7.999,0.03160696125855822,409.514,0.4998039615689336
53.0,0.0,71.0,0.0,10.305,5.724855893382819
50.0,0.0,68.0,0.0,944.392,1.7413603877428705
169.51,0.4998999899979995,98.0,0.0,10.681,5.892133654288572
58.0,0.0,156.0,0.0,1094.913,2.0108284362421376
55.0,0.0,183.0,0.0,960.086,2.5978075371358824
81.0,0.0,261.995,0.8018572192105027,10.663,5.770565916788405
54.0,0.0,125.499,0.49999899999900005,1010.033,2.5748613554908157
274.057,0.8171603269860818,410.013,0.8030136985132944,10.383,5.958885046718051
66.0,0.0,209.0,0.0,1305.956,3.134655323955091
95.999,0.03160696125855822,80.0,0.0,1216.201,2.6001151897560226
157.0,0.0,57.0,0.0,1215.857,2.5695429554689295
209.001,0.03160696125855822,76.0,0.0,1122.916,2.0131924895548363
112.0,0.0,112.505,0.4999749993749687,1244.549,1.709268557014959
73.0,0.0,219.0,0.0,1340.016,1.9747769494299856
280.488,0.49985597925802594,129.0,0.0,1272.394,1.7142823571395698
841.097,3.196809503239128,147.483,0.49971091643069004,52.492,0.49993599590347565
160.998,0.06321392251711644,72.0,0.0,546.474,1.7272301525853468
273.942,0.794125934597278,169.001,0.03160696125855822,897.504,1.7169694231406687
507.461,1.7333433012533896,565.522,1.1142333687338573,80.0,0.0
234.009,0.8372090539405316,145.49,0.4998999899979995,1137.442,1.6764951535867916
156.0,0.0,220.0,0.0,1216.094,2.6715471173086205
659.975,2.508062000828528,842.568,1.693332808398869,137.03,0.8264986388373546
329.005,0.8130036900285263,425.515,1.1286164095918507,10.856,5.645818275502675
320.474,0.4993235424051222,770.65,2.291615150936125,312.032,0.8215692301930496
173.0,0.0,232.511,0.4998789853554559,1066.61,1.7314444836609688
216.998,0.04467661580737735,234.0,0.0,1094.971,1.9354996770859976
887.004,1.404273477638882,1371.609,2.905532481319044,50.0,0.0
152.0,0.0,467.01,1.4359317532529183,771.008,1.9939749246166563
310.962,0.8345993050560251,170.503,0.49999099991899854,10.528,5.730202090677082
277.518,1.1125088763690834,364.001,0.03160696125855822,992.03,2.011740539930535
328.989,0.8275741658606797,242.506,0.5019601577814718,1284.075,2.591018139650898
354.026,0.8229969623273222,881.959,3.189877583858039,765.482,0.50167320040042
1078.541,2.880333140454416,1047.486,3.911240723862442,109.0,0.0
98.0,0.0,41.481,0.4996388695848232,1169.161,2.5959736131170517
134.0,0.0,320.999,0.031606961258558205,1025.52,1.6951696080333671
221.0,0.0,100.0,0.8246211251235321,1168.974,2.513030839444673
1412.524,0.49942366784124265,1129.371,2.979154074565463,108.0,0.0
244.0,0.0,882.023,3.1771797242208373,914.07,2.055018248094162
449.954,1.4233355191240051,735.952,2.0375711030538297,56.001,0.03160696125855822
257.513,0.5018276596601666,479.486,1.089864211725479,1294.551,1.6886085988173811
236.49,0.4998999899979995,910.391,2.3169201539975433,546.4,1.692926460304759
306.0,0.0,318.496,0.4999839997439917,1263.755,3.176629503105453
401.044,0.8000399990000501,242.493,0.49995099759876477,1169.121,2.571839613972847
555.433,2.241319031284926,327.0,0.0,650.0,0.0
598.93,1.4453719244540484,828.434,1.760012499955611,39.49,0.49989998999799945
570.999,0.05476312628037226,894.367,2.2900460694055917,397.0,0.0
511.978,0.8243276047785857,835.584,2.2884370212002776,819.022,0.8071654105572165
106.0,0.0,273.491,0.4999189934379369,1264.041,3.0859875242780874
773.493,1.7544090173046876,736.015,2.031938729391219,758.003,0.8240091018914779
470.007,0.8276176653503717,1073.745,2.915471659954869,497.504,1.1153403068122303
795.478,2.2679320977489605,670.522,1.1249515545124598,37.513,0.4998309714293424
430.02,1.3941305534274757,986.45,2.968417086596828,217.497,0.5019870516258362
470.0,0.8234075540095561,853.959,2.560335720174212,217.505,0.5019711147068125
400.959,0.8314559519301067,828.522,1.709244277451295,81.0,0.0
155.0,0.0,571.485,1.1017145728363587,1216.058,2.5683917146728223
343.049,0.8127724158705191,436.011,0.8129446475621818,1215.995,2.5520530950589566
466.998,0.836657636073442,619.011,0.8190720359040468,907.586,1.7095625171370599
195.0,0.0,449.033,0.8098833249302025,897.511,1.7140242121977158
361.0,0.0,615.501,1.0936173919611925,1381.507,1.721612906550134
648.442,1.1404542954454597,868.521,2.31895644633529,61.0,0.0
694.065,1.4066893758040544,1194.543,5.75448963853442,862.986,1.3754286604546233
634.967,1.4428828781297531,388.506,0.4999639987039067,10.565,5.667960391534154
960.072,2.573483242611072,192.494,0.5039484100580138,210.492,0.4999359959034756
681.04,2.584260048834095,684.568,1.7156269990880888,140.0,0.0
467.022,0.7870933870894864,1180.097,2.5486449340777146,21.972,0.8204974101116956
352.0,0.0,397.003,0.825221788369648,1198.592,4.070815151784713
977.519,2.3124962702672622,814.435,1.7209808249948633,29.015,0.8263020029020868
493.516,0.5017409690268476,735.946,1.987733382523924,1333.531,1.6955939962148956
188.0,0.0,118.0,0.0,546.471,1.7225443390519737
538.975,0.8212033852828421,246.0,0.0,1381.482,1.6815695049566044
903.035,1.3992051314943066,949.995,2.0082268298177874,351.481,1.1232270473951382
423.432,1.710373058721401,664.439,1.1217303597567465,152.49,0.4998999899979995
555.563,2.3626322185223834,543.999,0.8215832276769043,134.0,0.0
461.535,1.1457639372924946,1015.726,4.651765686274407,1079.115,1.969714446309414
473.485,1.1303871018372424,910.525,2.2652538489096536,753.476,1.6945276628016435
897.029,2.0199403456538016,1194.584,5.837888659438446,133.0,0.0
393.48,1.14,1015.424,4.51112225504918,534.494,0.4999639987039067
672.491,1.1357460103385792,309.489,0.5058448378702702,1095.06,2.004594722132132
532.472,1.6562656791710684,591.534,0.5048207602704152,339.0,0.0
545.504,0.4999839997439917,525.948,1.4118413508606409,1009.866,2.5969297256568185
935.053,2.6363214902587275,496.991,0.821534539748634,849.419,1.6832822104448202
1088.103,2.5904422402362113,800.528,1.134555419536657,104.0,0.0
764.482,1.117889082154397,728.006,2.6069069795449162,97.0,0.0
720.494,0.5039484100580138,1030.047,2.0126576956849864,9.917,5.799837152886278
532.472,1.7427610277946888,417.503,0.49999099991899854,511.985,1.4166068614827476
511.97,0.8167618992093105,828.611,1.717462954476748,240.999,0.03160696125855822
1145.061,4.366151509052337,1073.463,2.9367722077137683,369.495,0.4999749993749687
780.515,2.2587109155445284,819.512,1.1224330715013704,77.51,0.49989998999799956
326.034,0.8166051677524457,715.984,1.9838709635457645,259.029,0.8235040983504575
423.443,1.7113594011779059,348.507,0.49995099759876477,136.995,0.8117727514520305
555.361,2.3018859658983977,1112.453,3.525307220654676,10.334,5.568163431509531
501.513,0.5038164348252249,835.479,2.2828839217095553,778.509,0.501915331505225
206.999,0.05476312628037227,580.019,0.823795484328483,1123.027,2.0386934541514568
473.458,1.1217111927764651,1102.428,2.3006120924658293,815.995,0.8031033557394716
716.543,1.7193460966309255,1151.408,4.102381747229285,706.036,0.8152938120702256
688.547,1.6952259436429113,368.0,0.0,124.0,0.0
518.054,1.4244591956247816,1084.056,3.1807018093496287,1272.522,1.7051439821903605
698.945,1.4380455486527537,611.991,0.8239654118954265,992.007,2.0077228394377546
357.514,0.4998039615689336,346.0,0.0,546.584,1.7248025974006416
388.497,0.49999099991899854,770.46,2.2707707942458657,1396.986,0.8061042116252712
445.504,0.49998399974399177,736.062,1.9728547843163722,488.001,0.031606961258558205
249.52,0.49959983987187184,577.508,0.5059011761203961,1254.572,2.299742594291805
325.978,0.8315744103806948,894.514,2.2631402961372062,210.507,0.5019472083795268
457.501,1.1401749865700441,208.0,0.0,1224.031,1.9960057615147306
645.495,0.5039593237553999,868.591,2.3021118565352117,1159.56,2.3410254163507065
879.563,2.8418358502911456,800.507,1.1072267157181497,10.762,5.930544325776514
611.493,1.6667186325231982,1167.286,4.845431250157204,919.412,1.118148469569225
337.531,0.4990380746997166,241.001,0.03160696125855822,897.467,1.7363499071327761
423.47,1.70384858482202,502.519,0.5016363224488434,482.0,0.044721359549995794
841.082,3.137080808649978,1166.954,4.916084214087467,69.0,0.044721359549995794
204.973,0.8356261125647045,882.155,3.1373515901154594,1238.532,1.7334866598852152
1379.042,4.892671662803462,1398.145,3.7862877597985083,28.992,0.801209086318921
1067.728,3.449060161841194,847.5,1.118033988749895,10.327,5.818081384786569
688.46,1.7042300314218146,1029.972,2.017229783638939,47.001,0.03160696125855822
738.05,1.376771585993842,835.406,2.2358810344023228,101.0,0.0
1110.774,5.408227436045936,410.004,0.8378448543734097,1249.039,0.824305161939436
660.012,2.558096167074256,602.47,1.11314868728306,85.486,0.49980396156893353
611.434,1.709281720489633,1065.059,2.0033768991380527,500.486,0.4998039615689336
481.51,0.4998999899979995,716.027,1.9657749108176141,603.0,0.0
1144.875,4.362037941146317,1121.528,1.7091565171159722,144.498,0.5019920318092709
507.535,1.7154518355232247,466.921,1.403837241278347,143.002,0.044676615807377355
484.017,0.809142138316872,790.005,1.4202024503569906,1079.056,2.0146622545727113
347.001,0.05476312628037226,273.509,0.4999189934379369,1333.475,1.726665862290675
638.494,0.4999639987039067,1112.598,3.4635813834815545,168.0,0.0
369.5,0.5,315.493,0.49995099759876477,1169.152,2.5997876836388008
